x1,x2,x3,y
-1.264598961926677,-0.25734163172684466,0.10196946150409299,0
1.6290286226296928,-1.9309630879289015,0.580021771781279,0
0.8365305909313936,0.447910822442042,-1.716205440507976,0
-1.964104569357886,0.09906172504692694,2.4494440730123204,0
-0.7345536925787455,0.3962763915928676,0.5582865876276709,0
0.4236276193496644,0.911617607123349,-1.717228818410188,1
0.24640463609016067,-1.187571503630602,-0.9802361514631373,0
0.23186750435233486,-0.7589260973370598,-0.31451231811193303,0
-0.9130292975261126,-1.6336931861598596,-1.7574928888995267,1
-0.6772417104556185,-0.7556695395384309,0.5598759883478159,0
-0.4310833368770544,0.12203108767656373,-1.1869555033132864,1
0.2743809760291855,0.2993285986481223,0.5968766973414605,1
0.877406014768823,0.3693750739362201,-1.3313365216486661,0
-0.31608367153690525,-0.5274738561473875,-0.6250955957701774,0
0.1268825199975958,0.4822011065030113,0.04771115343618388,0
-1.9120968780562806,0.16246480906897132,-0.02900776547453024,1
0.2523711986600384,-0.15382001389742989,-0.6041121378390202,1
0.8135298357355295,-1.3135768139116886,0.16917696832022736,1
-0.12155388720928038,-0.2663163518857821,-0.05443203723113015,1
1.6551995440690233,2.2081382356197254,0.9810120401413376,1
0.5716948393739564,0.7143162619407518,-0.4154573174387069,0
-1.2648915773652185,-0.5558097922797658,0.7357438585933493,0
0.7480692540887434,-1.3004852915251237,2.1079361027735812,0
0.0033061475310537038,0.3358965133216892,-0.30954641851698944,0
2.1482641869820904,0.32436637874957597,0.2275078860641264,1
0.545971479042298,-0.5918687538386246,-1.0031281494844906,0
1.307874396944288,-0.4219310111452204,-0.29756502601565615,0
-0.7570481412339763,-0.3768965438280784,0.17998873948093816,0
-0.7764103788212319,0.42383936994215143,-2.1721295516398507,1
0.5683637453337234,-1.0153228686119198,0.1873576659083621,0
1.3464406994410252,0.19171115474246406,0.4854007559930056,1
0.3522991167197145,0.26243261054540373,1.4704232594041193,1
0.3154638321874414,-0.5497941234935251,-0.13029288449624737,0
-1.1520591846191617,0.11105696303199576,0.8150839791122193,0
0.5502262651358423,0.7834121052005784,1.7444563426627573,1
1.62980926743481,-0.6169393195345404,0.28671621236858874,1
-1.4185700102259966,0.32868422620661325,-0.5679921699613034,0
-0.3366212185187537,-1.9342508445819566,-0.11607218503436628,0
-0.6334430763694943,0.25003039525175447,0.3477183429110984,1
0.5325422224745432,-0.7522361438381572,-1.008951610202662,1
-1.6045156960421822,-1.1637686022193687,0.964680146296105,0
-0.5192392092500355,-0.9308151006571397,-0.9930663068967063,1
